7,12
12,15
2,9
17,18
22,21
27,24
32,27
37,30
42,33
47,36
9,25
11,38
10,26
13,40
15,5
6,35
3,45
14,4
8,37
6,48
8,24
11,27
7,23
12,28
6,22
13,29
5,21
14,30
4,20
15,31
3,19
16,32
2,18
17,33
1,17
18,34
0,16
19,35
20,36
21,37
22,38
23,39
24,40
25,41
26,42
27,43
28,44
29,45
30,46
31,47
32,48
33,49
16,8
5,23
11,24
6,40
22,27
28,46
17,25
23,26
29,27
35,28
41,29
47,30
39,31
0,21
33,30
44,33
44,18
39,19
49,17
34,20
29,21
24,22
19,23
14,24
4,26
49,20
39,16
34,14
29,12
24,10
19,8
14,6
9,4
4,2
38,25
32,32
26,39
20,46
29,18
19,17
9,16
40,13
37,31
41,7
36,37
42,1
35,43
34,49
27,30
16,35
5,40
39,14
43,15
35,13
47,16
31,12
27,11
23,10
19,9
15,8
11,7
7,6
3,5
18,16
26,17
13,20
0,23
9,19
10,15
34,18
2,14
42,19
7,4
9,11
11,18
13,25
15,32
17,39
19,46
10,12
16,28
19,36
22,44
8,10
11,13
7,9
12,14
6,8
13,15
5,7
14,16
4,6
15,17
16,18
2,4
17,19
1,3
18,20
0,2
19,21
20,22
21,23
22,24
23,25
24,26
25,27
26,28
27,29
28,30
29,31
30,32
31,33
32,34
33,35
34,36
35,37
36,38
37,39
38,40
39,41
40,42
41,43
42,44
43,45
44,46
45,47
46,48
47,49
48,6
34,8
27,9
20,10
13,11
6,12
43,8
38,10
33,12
28,14
23,16
18,18
8,22
3,24
42,11
36,16
30,21
18,31
12,36
6,41
0,46
39,6
45,9
37,5
47,10
35,4
49,11
33,3
31,2
29,1
27,0
40,3
44,19
45,23
46,27
47,31
48,35
49,39
44,5
41,14
45,2
40,17
39,20
38,23
37,26
36,29
35,32
34,35
33,38
32,41
31,44
30,47
22,34
28,39
16,29
34,44
10,24
40,49
4,19
23,40
21,28
24,46
19,16
18,10
17,4
33,43
11,25
18,41
38,37
13,42
43,36
8,43
3,44
23,35
38,47
13,27
8,23
13,37
43,46
3,34
10,19
9,13
12,31
8,7
7,1
14,43
15,49
3,30
17,8
19,20
27,15
35,10
43,5
41,32
39,33
43,31
37,34
45,30
35,35
47,29
33,36
49,28
31,37
29,38
27,39
25,40
23,41
21,42
19,43
17,44
15,45
13,46
11,47
9,48
7,49
48,28
27,40
20,44
13,48
44,39
47,46
35,18
32,11
29,4
44,30
29,39
49,27
24,42
19,45
14,48
34,27
49,45
24,15
14,3
24,33
4,27
11,37
22,39
0,35
33,41
44,43
23,44
26,48
21,34
24,49
20,29
19,24
18,19
17,14
16,9
15,4
18,30
14,21
6,3
20,40
17,36
14,32
11,28
5,20
2,16
4,0
33,4
9,9
14,18
19,27
24,36
20,15
36,30
7,26
31,21
42,27
10,0
2,29
25,0
31,1
37,2
43,3
49,4
24,3
23,6
22,9
21,12
19,18
18,21
17,24
16,27
15,30
14,33
13,36
12,39
11,42
10,45
36,4
47,8
17,5
10,7
3,9
46,10
12,2
48,5
0,1
40,1
46,14
41,15
42,29
43,43
45,18
49,2
44,22
43,26
42,30
41,34
40,38
39,42
38,46
35,20
29,25
23,30
17,35
11,40
5,45
31,17
26,18
21,19
16,20
11,21
1,23
15,2
12,7
9,12
6,17
3,22
0,27
13,13
9,35
7,46
14,14
13,26
12,38
11,1
14,19
15,25
16,31
17,37
18,43
19,49
16,21
18,28
20,35
22,42
12,12
15,15
11,11
16,16
10,10
17,17
8,8
19,19
7,7
20,20
6,6
21,21
5,5
22,22
4,4
23,23
3,3
24,24
2,2
25,25
1,1
26,26
0,0
27,27
28,28
29,29
30,30
31,31
33,33
34,34
36,36
37,37
38,38
39,39
40,40
41,41
42,42
44,44
45,45
46,46
47,47
48,48
49,49
26,2
25,12
23,32
22,13
18,24
14,35
10,46
27,21
28,40
28,11
19,14
31,10
16,15
34,9
13,16
37,8
10,17
40,7
7,18
43,6
46,5
1,20
23,3
29,30
31,39
33,48
32,29
42,45
43,2
46,1
37,4
49,0
34,5
31,6
28,7
25,8
19,10
16,11
13,12
10,13
7,14
4,15
1,16
42,10
41,18
40,26
39,34
38,42
37,13
31,24
25,35
44,17
46,24
48,31
34,23
28,43
47,7
32,16
27,19
7,31
2,34
39,3
42,4
36,2
45,5
33,1
30,0
41,8
43,13
47,23
8,15
43,0
40,12
38,20
37,24
36,28
33,40
32,44
31,48
6,4
4,1
12,13
16,19
18,22
20,25
22,28
24,31
26,34
28,37
30,40
32,43
34,46
36,49
7,13
9,31
10,40
11,49
9,1
6,19
5,25
4,31
3,37
2,43
1,49
46,4
23,21
0,38
28,27
21,32
18,15
13,9
38,39
8,3
25,10
35,22
14,37
42,17
7,42
49,12
0,47
16,5
2,8
30,2
19,1
7,17
4,21
1,25
17,12
19,26
20,33
21,40
22,47
35,11
46,12
47,20
9,6
21,15
5,3
25,18
1,0
33,24
37,27
41,30
45,33
49,36
22,5
14,8
6,11
13,0
40,15
8,29
1,41
48,12
16,26
18,44
47,3
38,5
42,9
36,3
43,10
35,2
44,11
34,1
45,12
33,0
46,13
47,14
48,15
49,16
28,12
6,24
45,13
16,17
4,22
35,1
33,8
31,13
35,3
27,23
25,28
23,33
21,38
17,48
30,18
27,28
24,38
21,48
48,25
32,8
29,23
27,33
26,38
25,43
24,48
14,1
12,11
31,9
18,7
39,24
47,39
34,38
34,37
44,10
25,13
3,26
47,0
6,28
0,24
9,30
12,32
15,34
18,36
27,42
30,44
33,46
36,48
13,32
18,35
23,38
28,41
33,44
10,30
2,26
0,25
16,33
22,36
24,37
34,42
36,43
38,44
40,45
42,46
44,47
48,49
40,16
37,41
38,43
36,39
39,45
40,47
41,49
32,31
31,29
30,27
28,23
26,19
25,17
23,13
22,11
21,9
20,7
19,5
18,3
17,1
41,36
45,31
49,26
43,40
28,49
48,37
45,20
35,14
30,11
20,5
43,37
43,18
26,41
12,42
44,45
7,45
2,48
32,30
42,24
47,21
15,20
17,32
13,8
18,38
19,44
35,29
8,31
1,42
24,21
0,36
40,11
36,22
44,21
20,24
12,25
34,4
39,49
33,2
19,15
46,39
33,9
25,44
33,45
19,40
16,38
10,34
7,32
4,30
1,28
11,39
44,48
17,43
41,46
9,42
49,47
29,28
25,26
21,24
35,31
37,32
17,22
15,21
43,35
11,19
45,36
9,18
47,37
49,38
5,16
3,15
1,14
30,17
21,47
33,7
9,49
34,19
39,10
44,1
40,18
7,48
30,36
36,35
42,34
0,41
48,33
38,29
42,32
34,26
46,35
30,23
26,20
22,17
18,14
14,11
10,8
6,5
31,25
31,42
45,16
48,34
33,29
30,28
21,25
15,23
12,22
9,21
6,20
0,18
30,33
31,36
32,39
26,21
33,42
34,45
35,48
23,12
21,6
20,3
19,0
37,40
21,20
41,45
17,15
13,10
9,5
5,0
7,10
27,31
24,29
21,27
42,41
18,25
45,43
48,45
12,21
0,13
20,26
0,12
26,30
47,45
19,25
12,20
5,15
30,31
8,32
1,40
9,41
15,24
22,16
29,8
36,0
6,14
17,42
49,46
47,38
46,43
45,48
40,44
37,49
43,39
46,34
49,29
7,35
25,46
12,35
7,27
2,19
16,44
8,26
4,17
0,8
15,46
9,24
6,13
3,2
18,42
19,41
14,46
13,47
21,39
12,48
23,37
28,32
32,28
33,27
35,25
36,24
37,23
38,22
39,21
40,20
41,19
42,18
43,17
44,16
45,15
47,13
13,49
23,34
25,31
31,22
33,19
35,16
43,4
45,1
18,40
19,38
22,32
24,28
26,24
27,22
28,20
30,16
31,14
32,12
33,10
35,6
38,0
3,36
12,44
6,45
30,41
36,40
42,39
48,38
29,41
40,39
2,46
27,41
32,40
42,38
26,36
20,37
32,35
14,38
38,34
8,39
2,40
17,41
8,46
44,26
14,45
26,29
32,21
35,17
38,13
41,9
47,1
39,32
9,37
15,38
4,48
14,26
24,4
37,18
48,8
5,39
0,42
10,36
15,33
20,30
30,24
35,21
9,44
1,34
18,46
27,48
15,43
33,28
39,23
4,49
26,37
14,47
24,45
29,44
34,43
44,41
49,40
